岗位,地点,薪资,工作经验,学历,公司名称,技能,工作福利,工作类型,融资情况,公司规模
数据分析,苏州·常熟市·常熟,5-6K,1-3年,大专,奥世体育,"['数据', '数据分析', '商品分析', '销售分析', '产品分析']",加班补助，节日福利，带薪年假，五险一金,服装/纺织/皮革,不需要融资,500-999人
数据分析专员,苏州·常熟市·梅李镇,8-13K,1-3年,本科,顺丰速运,"['Excel', '数据分析', '相关分析']",员工旅游，免费班车，五险一金，全勤奖，住房补贴，通讯补贴，加班补助，定期体检，包吃，带薪年假，交通补助，餐补，节日福利，补充医疗保险，零食下午茶,物流/仓储,已上市,10000人以上
PMC生管,苏州·常熟市·高新技术产业园,4-5K,1-3年,大专,泓博通讯,['生产计划与物料控制'],五险一金，餐补,通信/网络设备,未融资,500-999人
电商运营1688淘宝天猫,苏州·常熟市·常熟,7-12K,经验不限,大专,阿里巴巴集团,"['B端用户', '网店店长经验', '天猫', '淘宝', '服饰/鞋帽/箱包']",免费班车，股票期权，节日福利，交通补助，餐补，五险一金，补充医疗保险，零食下午茶，员工旅游，年终奖,互联网,已上市,10000人以上
电商运营,苏州·常熟市·美城广场,8-13K,3-5年,学历不限,食尚汇,"['食品电商运营', '快消品电商运营', '电商平台运营']",股票期权，带薪年假，年终奖，全勤奖，加班补助，员工旅游,食品/饮料/烟酒,未融资,0-20人
清结算专员,苏州·常熟市·常熟,6-10K,3-5年,本科,衫数科技,"['电商', '互联网', '不可兼职', '线下零售', '金蝶EAS']",节日福利，团建，带薪病假，补充医疗保险，五险一金，福利礼金，定期体检，办公配置，超长春节假，餐补，交通补助，带薪年假，员工旅游，零食下午茶，股票期权，年终奖,互联网,B轮,100-499人
研发工程师（生物类）,苏州·常熟市·常熟,6-8K,经验不限,硕士,未名环诊,"['生物工程', '微生物检测', '微生物']",零食下午茶，五险一金，餐补，租房补贴，员工旅游，带薪年假，年终奖，交通补助，节日福利，定期体检,检测/认证,不需要融资,20-99人
运营专员,苏州·常熟市·董浜镇,5-10K,1-3年,大专,苏州华庆技术研发...,['企业运营'],员工旅游，加班补助，五险一金，带薪年假，节日福利，定期体检，年终奖,汽车零部件,未融资,1000-9999人
技术支持工程师,苏州·常熟市·东南开发区,8-12K,3-5年,大专,臻迪(人工智能),['技术沟通'],餐补，通讯补贴，五险一金，带薪年假，节日福利,其他行业,不需要融资,100-499人
体外试剂研发工程师,苏州·常熟市·常熟,13-15K,1-3年,硕士,寰汇医疗,"['生物工程', '基因工程', '细胞工程', '医药科研']",带薪年假，通讯补贴，节日福利，定期体检，员工旅游，五险一金，年终奖,医疗/护理/卫生,B轮,20-99人
生产文员,苏州·常熟市,5-7K,3-5年,大专,常熟久一模具,"['五险一金', '包吃', '加班费', '绩效奖金', '全勤奖']",定期体检，餐补，员工旅游，年终奖，节日福利，五险一金，零食下午茶，带薪年假,原材料及加工/模具,未融资,20-99人
TE测试工程师,苏州·常熟市,5-7K,1-3年,大专,新世电子,['性能测试'],包吃，带薪年假，年终奖，五险一金，加班补助，定期体检，节日福利，补充医疗保险,其他行业,未融资,1000-9999人
直播运营,苏州·常熟市·常熟,8-13K,1-3年,大专,云衣仓,"['直播运营', '抖音运营']",年终奖，全勤奖，加班补助,批发/零售,不需要融资,20-99人
语音识别,苏州·常熟市·常熟,4-6K,经验不限,大专,思迈科技,"['英语4级', '数据分析']",,互联网,未融资,20-99人
分析测试技术员,苏州·常熟市·东南开发区,5-8K,经验不限,中专/中技,新能电池,['实验室技术员'],年终奖，节日福利，员工旅游，补充医疗保险，定期体检，免费班车，包吃，加班补助，带薪年假，五险一金,新能源,B轮,1000-9999人
唯品会货品,苏州·常熟市·常熟,6-8K,3-5年,大专,波司登羽绒服装,['数据分析'],员工旅游，法定节假日，加班补助，年终奖，住房补贴，股票期权，餐补，交通补助，节日福利，通讯补贴，带薪年假，全勤奖，免费班车,服装/纺织/皮革,已上市,10000人以上
企划专员,苏州·常熟市·常熟,6-8K,1年以内,大专,优构思,"['相关分析', '商品专员', 'excel', '服装']",包吃，节日福利，住房补贴，五险一金，年终奖,贸易/进出口,未融资,500-999人
数据分析师,苏州·张家港市·杨舍镇,10-12K,1-3年,本科,江苏远大,"['数据分析', 'MySQL', 'SQLServer']",员工旅游，带薪年假，通讯补贴，五险一金，餐补，股票期权，定期体检，年终奖，补充医疗保险,计算机软件,未融资,100-499人
数据分析师,苏州·张家港市·塘桥镇,7-12K,1-3年,本科,熊猫科技,"['Go', 'Java', '数据挖掘', '数据分析', '建模']",零食下午茶，五险一金，补充医疗保险，员工旅游，定期体检，节日福利，加班补助，带薪年假，餐补，年终奖,移动互联网,B轮,20-99人
中高级数据分析师,苏州·张家港市·杨舍镇,10-15K,3-5年,本科,江苏新美星,"['多元统计分析', '回归分析', '因子分析', '效度分析']",结婚礼金，五险一金，定期体检，互助基金，通讯补贴，年终奖，包吃，免费班车，带薪年假，工作餐，节日福利,机械设备/机电/重工,已上市,500-999人
数据分析师,苏州·张家港市·城北,11-13K,3-5年,本科,中科聚信,"['SAS', 'Python', '回归分析', '决策树', '聚类分析']",补充医疗保险，带薪年假，特别假期，餐补，定期体检，五险一金,咨询,B轮,100-499人
实验室分析员,苏州·张家港市·金港镇,5-6K,经验不限,大专,江苏浦士达环保科技,"['五险一金', '餐补', '周末单休', '八小时工作制', '加班费']",带薪年假，补充医疗保险，包吃，五险一金，定期体检，员工旅游，加班补助,环保,未融资,100-499人
淘宝运营助理,苏州·张家港市·杨舍镇,4-8K,1年以内,高中,张家港爱洛诗贸易,"['电商', 'C端用户', '线上活动']",节日福利，补充医疗保险，餐补，年终奖，加班补助，全勤奖,电子商务,未融资,0-20人
导演/编导,苏州·张家港市·杨舍镇,12-24K,3-5年,本科,今日智选,"['导演', '编导', '执行导演', '短视频', '短视频导演']",住房补贴，年终奖，每月聚餐，带薪年假，员工旅游，节日福利，补充医疗保险，定期体检，通讯补贴，股票期权，餐补，五险一金,广告营销,天使轮,20-99人
线上营运经理,苏州·张家港市·杨舍镇,8-13K,3-5年,大专,张家港曼巴特购物广场,"['线上运营', '社交平台', '品类运营', '选品采购', '直播平台']",餐补，员工旅游，五险一金，节日福利，带薪年假，加班补助,生活服务,未融资,1000-9999人
电商运营经理,苏州·张家港市·杨舍镇,6-7K,3-5年,大专,正和企业,"['电商运营', '产品运营']",五险一金，加班补助，定期体检,原材料及加工/模具,未融资,20-99人
市场策划,苏州·张家港市·杨舍镇,3-6K,1年以内,学历不限,花品行宴会设计,"['微博运营', '公众号运营', '摄影类', '全职']",员工旅游，年终奖，餐补，五险一金，节日福利，零食下午茶，包吃，交通补助,生活服务,不需要融资,20-99人
商家运营,苏州·张家港市·杨舍镇,7-12K,经验不限,本科,美团,"['运营专员', '门店运营']",年终奖，带薪年假，交通补助，补充医疗保险，节日福利，定期体检，五险一金，通讯补贴,餐饮,已上市,1000-9999人
总经理,苏州·张家港市·凤凰镇,6-11K,5-10年,大专,育车行,"['运营管理', '公司管理', '公关管理', '财务管理']",全勤奖，五险一金，通讯补贴，餐补，补充医疗保险，节日福利，加班补助，年终奖，员工旅游，定期体检,4S店/后市场,不需要融资,20-99人
售后服务专员,苏州·张家港市·凤凰镇,5-8K,1年以内,大专,协昌科技,"['技术沟通', '系统调试', '产品咨询', '硬件集成调试']",节日福利，股票期权，定期体检，带薪年假，五险一金，年终奖，员工旅游，员工公寓,电子/半导体/集成电路,未融资,500-999人
运营助理,苏州·张家港市·杨舍镇,4-9K,经验不限,学历不限,壹橙传媒,"['经纪人助理', '歌手助理', '五险', '法定节假日', '粉丝运营']",五险一金，员工旅游，节日福利,广播/影视,未融资,20-99人
生产采购跟单,苏州·张家港市·凤凰镇,4-5K,1-3年,学历不限,飞鸽友联,"['生产文员/统计员', 'GJB9001', '机械配件采购', '行政文员']",节日福利，年终奖，五险一金，员工宿舍，工作餐，股票期权，加班补助，员工旅游,机械设备/机电/重工,已上市,20-99人
办公室主任（张家港）,苏州·张家港市·杨舍镇,6-8K,3-5年,本科,福管家,"['10人-50人团队', '团队管理']",年终奖，五险一金,其他服务业,未融资,100-499人
车间主任,苏州·张家港市·乐余镇,7-10K,1-3年,大专,沃尔特机械,"['五险', '包吃', '加班费', '绩效奖金', '工龄奖']",员工旅游，全勤奖，加班补助，五险一金，交通补助，免费班车，包吃，股票期权，节日福利，住房补贴，补充医疗保险，定期体检，通讯补贴，年终奖，餐补,机械设备/机电/重工,不需要融资,20-99人
电气工程师,苏州·张家港市·乐余镇,10-15K,3-5年,大专,大名府电梯,"['ProE', '电控工程师']",五险一金，年终奖,机械设备/机电/重工,未融资,100-499人
客服＋包两餐＋高福利晋升 张家港,苏州·张家港市·杨舍镇,3-6K,经验不限,中专/中技,新京武,"['接待', '前台', '客服', '文员', '课消', '排课', '教务管理']",包吃，餐补，员工旅游，年终奖，节日福利，交通补助，五险一金，股票期权,培训机构,未融资,1000-9999人
Java开发工程师,苏州·张家港市·杨舍镇,8-13K,1-3年,本科,苏州银丰睿哲,"['后端开发', 'SQL', '软件工程师', 'java', 'MySQL']",五险一金，年终奖，节日福利，员工旅游，带薪年假,计算机软件,未融资,100-499人
文案编辑,苏州·张家港市·金港镇,5-8K,1-3年,大专,物润船联,"['文字编辑', '公众号运营', 'PPT制作']",,物流/仓储,B轮,100-499人
采购工程师（sourcing),苏州·张家港市·杨舍镇,7-9K,3-5年,大专,爱丽家居,['供应商资源开发'],补充医疗保险，员工旅游，节日福利，带薪年假，五险一金，定期体检，年终奖,原材料及加工/模具,已上市,1000-9999人
电商运营,苏州·张家港市·城北,6-7K,1-3年,大专,志益医疗,"['平台流量运营', '店铺运营', '平台商家运营', '抖音', '淘宝']",补充医疗保险，节日福利，餐补，年终奖，零食下午茶，加班补助，通讯补贴，员工旅游，包吃，五险一金，全勤奖，带薪年假,医疗设备/器械,不需要融资,100-499人
生产经理助理,苏州·张家港市·金港镇,4-5K,1-3年,高中,大秦公司,"['生产管理', '珠宝', '染色']",五险一金,珠宝/首饰,未融资,20-99人
前台文员+包吃有保福利好5号发薪4K+,苏州·张家港市·杨舍镇,4-6K,经验不限,大专,新京武教育,"['前台文员', '班主任', '客服', '幼师', '教育培训']",员工旅游，年终奖，节日福利，包吃，餐补，住房补贴，股票期权，定期体检，全勤奖，五险一金，带薪年假,在线教育,不需要融资,1000-9999人
电气技术员,苏州·张家港市·杨舍镇,4-6K,1-3年,大专,菲格智能科技有限公司,"['PLC工程师', 'CAD']",股票期权，员工旅游，节日福利，包吃，年终奖，加班补助，全勤奖，零食下午茶，购车 购房，餐补，通讯补贴，交通补助，住房补贴，带薪年假,汽车零部件,A轮,500-999人
UE4开发工程师,苏州·张家港市·杨舍镇,12-24K,1-3年,本科,苏州方兴,['C++'],带薪年假，员工旅游，补充医疗保险，通讯补贴，交通补助，年终奖，零食下午茶，五险一金，股票期权，节日福利，定期体检,计算机软件,不需要融资,100-499人
维修线路板,苏州·张家港市·杨舍镇,8-10K,10年以上,大专,凯瑞祥机电设备,"['热风枪', '放大器', '万用表', '维修线路板']",五险一金，住房补贴，补充医疗保险，带薪年假，餐补，年终奖,计算机软件,未融资,0-20人
软件测试,苏州·张家港市·杨舍镇,5-10K,1-3年,大专,苏州博立联,"['MySQL', '功能测试', '系统测试']",,计算机软件,未融资,20-99人
项目管理,苏州·张家港市·杨舍镇,8-13K,1-3年,大专,世椿,"['需求采集', '需求分析评估']",带薪年假，股票期权，五险一金，节日福利，全勤奖，包吃，零食下午茶，定期体检，餐补，员工旅游，住房补贴,机械设备/机电/重工,A轮,500-999人
